Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.1pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R1DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.1pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R1WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.1pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.2pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.2pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.2pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R2WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.2pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R3DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.3pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R3WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.3pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.4pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.4pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R4DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.4pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R4WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.4pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.5pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.5pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.5pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R5WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.5pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R6DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.6pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R6WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.6pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R7BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.7pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R7CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.7pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R7DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.7pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R7WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.7pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R8BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.8pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.8pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R8DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.8pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R8WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.8pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R9DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.9pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E3R9WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,3.9pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.0pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R0WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.0pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.1pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.1pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R1DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.1pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R1WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.1pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.2pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.2pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.2pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R2WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.2pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R3DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.3pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R3WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.3pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.4pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.4pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R4DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.4pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R4WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.4pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.5pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.5pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.5pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R5WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.5pF,±0.05pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.6pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R6CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.6pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R6DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.6pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E4R6WB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,4.6pF,±0.05pF,
